Station,Year,Season,L4_Chl-a,L4_Depth,L4_pH,L4_Sal,L4_DO,L4_COD,L4_DIP,L4_NO2-N,L4_NO3-N,L4_NH4-N,L4_DIN,L4_NO3/NO2,L4_NO3/NH4,L4_NO2/NH4,L4_Petro,L4_TN,L4_TP,L4_TN/TP,L4_Si,L4_SS,L4_COD_rate,L4_DIP_rate,L4_DIN_rate,L4_Petroleum_rate,L4_Max_rate,L4_N/P,L4_Si/N,L4_Si/P,L4_T,L4_Tr,L4_WindS,L4_WindD,L4_WaterC,L4_SeaC,L4_Weather
297069,2017,3,1.303,22,8.16,31.174,7.975,0.548,0,0.001,0.045,0.045,0.091,31.851,0.99,0.031,0.031,0.211,0.011,18.728,0.059,8.5,0.274,0,0.457,0.61,0.612,,0.641,,22.95,2.5,2.7,246,7,1,Sunny
297119,2017,3,2.021,26.7,8.133,31.277,7.95,0.659,0,0.001,0.05,0.044,0.095,37.947,1.13,0.03,0.02,0.21,0.008,26.294,0.092,11.833,0.329,0,0.477,0.402,0.606,,0.96,,22.77,2.8,2.1,284,7,1,Sunny
297169,2017,3,1.26,22,8.145,31.371,7.95,0.688,0.013,0.002,0.061,0.065,0.128,36.31,0.934,0.026,0.023,0.156,0.014,11.35,0.078,13,0.344,0.867,0.64,0.468,0.867,9.845,0.611,6.015,22.65,2.7,2.8,22,7,1,Sunny
298639,2017,3,1.64,28,8.147,31.362,7.917,0.691,0.014,0.001,0.061,0.055,0.118,43.595,1.103,0.025,0.015,0.194,0.015,12.658,0.096,15.833,0.345,0.933,0.589,0.292,0.933,8.412,0.812,6.833,22.63,3,1.6,331,7,1,Sunny
298649,2017,3,1.772,23.8,8.15,31.438,8.1,0.824,0.001,0.003,0.069,0.08,0.152,26.272,0.855,0.033,0.013,0.41,0.021,19.712,0.128,18.75,0.412,0.093,0.758,0.262,0.758,108.332,0.844,91.429,23.1,2.5,4,27,7,1,Sunny
298695,2017,3,1.52,25.9,8.123,31.446,8.027,0.813,0.002,0.002,0.068,0.049,0.119,32.588,1.374,0.042,0.03,0.279,0.014,19.25,0.131,13.667,0.407,0.163,0.594,0.602,0.602,48.493,1.103,53.469,23.13,2.6,3.7,27,7,1,Sunny
298767,2017,3,1.379,30,8.097,31.372,8.033,0.797,0.007,0.003,0.077,0.061,0.141,24.747,1.254,0.051,0.017,0.233,0.014,16.393,0.101,28.833,0.399,0.44,0.704,0.33,0.704,21.338,0.714,15.232,23.27,4,5,39,8,1,Sunny
309437,2017,3,1.48,12,8.125,31.415,8.155,0.864,0.006,0.005,0.117,0.098,0.219,25.299,1.194,0.047,0.012,0.238,0.013,17.684,0.115,23.25,0.432,0.403,1.187,0.232,1.187,36.15,0.524,18.926,23.55,3.6,5.7,38,7,1,Sunny
309443,2017,3,1.662,28.4,8.127,31.393,8.053,0.789,0,0.002,0.069,0.067,0.139,28.071,1.025,0.037,0.013,0.489,0.011,44.736,0.081,10.167,0.395,0,0.693,0.25,0.696,,0.585,,23.37,3.2,4.6,44,7,1,Sunny
309501,2017,3,1.375,24.8,8.145,31.443,8.335,0.78,0.009,0.003,0.079,0.103,0.185,23.69,0.761,0.032,0.023,0.204,0.01,20.861,0.111,16.25,0.39,0.595,0.927,0.46,0.927,20.77,0.599,12.448,22.75,3.8,5.4,41,7,1,Sunny
309509,2017,3,0.886,1.3,8.27,32.625,7.04,0.525,0.002,0.001,0.112,0.033,0.146,90.323,3.373,0.037,0,0.194,0.004,48.5,0.139,1.44,0.263,0.161,0.732,0,1.165,60.512,0.949,57.438,27.2,1.2,2.5,183,8,1,Cloudy
309549,2017,3,0.277,8.7,8.24,32.307,7.44,1.2,0,0.002,0.075,0.034,0.111,49.605,2.231,0.045,0.006,0.293,0,0,0.143,0.778,0.6,0,0.554,0.123,1.698,,1.292,,22.7,2.1,2.1,144,8,1,Cloudy
309587,2017,3,0.425,9.3,8.26,32.185,7.58,0.202,0.001,0.001,0.056,0.04,0.097,53.143,1.402,0.026,0,0.273,0.004,68.25,0.174,1,0.101,0.065,0.483,0,0.779,99.742,1.8,179.567,22.5,1.7,3.2,135,9,1,Cloudy
309609,2017,3,0.194,13.8,8.22,32.222,7.755,0.674,0,0.001,0.041,0.049,0.091,53.932,0.841,0.016,0.004,0.162,0.008,19.238,0.163,1.109,0.337,0,0.454,0.089,1.166,,1.788,,22.25,1.8,2.8,177,9,1,Cloudy
309613,2017,3,0.149,8.4,8.25,32.344,7.37,0.97,0.001,0.003,0.062,0.057,0.122,20.361,1.091,0.054,0,0.227,0.004,56.75,0.162,1.89,0.485,0.065,0.61,0,1.445,125.955,1.327,167.183,22.7,1.4,3,128,10,1,Cloudy
309621,2017,3,1.696,27,8.147,31.448,8.247,0.733,0.008,0.004,0.078,0.071,0.153,17.346,1.106,0.064,0.016,0.274,0.019,14.396,0.116,36,0.367,0.527,0.765,0.312,0.765,19.367,0.756,14.641,22.93,4.5,4.1,53,8,1,Sunny
309669,2017,3,0.356,23.5,8.23,32.164,8.32,0.842,0.002,0.014,0.073,0.062,0.149,5.205,1.173,0.225,0,0.302,0.005,59.274,0.154,1.835,0.421,0.145,0.746,0,1.063,68.475,1.032,70.642,20.95,2.3,4.8,155,8,2,Cloudy
310141,2017,3,0.474,8.8,8.26,32.514,8.04,0.889,0,0.004,0.06,0.125,0.189,14.875,0.476,0.032,0.004,0.344,0.006,60.993,0.122,2.11,0.445,0,0.943,0.075,0.943,,0.647,,21.2,1.8,2.5,107,8,1,Cloudy
310157,2017,3,0.443,6.8,8.24,33.327,7.57,0.519,0.002,0.002,0.057,0.067,0.126,35.247,0.848,0.024,0.006,0.151,0.007,22.404,0.147,6.44,0.26,0.129,0.63,0.118,1.31,64.959,1.166,75.773,22.2,1.5,2.3,105,10,1,Cloudy
310159,2017,3,0.648,9.4,8.23,32.378,8.08,0.929,0.002,0.005,0.086,0.175,0.266,17.737,0.493,0.028,0.016,0.455,0.005,89.216,0.124,1.78,0.465,0.161,1.661,0.316,1.661,109.942,0.466,51.24,21.2,1.5,2.2,132,10,1,Cloudy
310165,2017,3,0.442,9.4,8.28,32.273,7.72,0.162,0,0.001,0.041,0.031,0.072,47.491,1.334,0.028,0.017,0.081,0.004,20.15,0.144,0.889,0.081,0,0.36,0.34,0.381,,1.998,,22.6,1.5,3,166,9,1,Cloudy
310175,2017,3,0.476,8.3,8.22,33.405,7.76,0.512,0.002,0.004,0.066,0.114,0.183,17.709,0.576,0.033,0.006,0.245,0.006,39.58,0.137,6.89,0.256,0.129,0.917,0.115,1.278,94.541,0.747,70.619,22.2,1.7,1.9,123,10,1,Cloudy
310189,2017,3,0.443,7.5,8.31,32.425,8.11,0.62,0.003,0.002,0.028,0.098,0.127,14.555,0.285,0.02,0,0.387,0.006,68.617,0.123,7.33,0.31,0.226,0.636,0,0.74,37.525,0.967,36.283,20.2,1.3,3.2,255,9,1,Cloudy
310199,2017,3,0.151,19,8.265,32.604,7.795,0.532,0.001,0.002,0.057,0.123,0.181,24.213,0.461,0.019,0.007,0.348,0.005,72.021,0.116,1.615,0.266,0.065,0.907,0.148,1.158,187.135,0.637,119.195,21.05,1.6,2.7,115,10,1,Cloudy
310211,2017,3,0.474,9.6,8.21,33.332,7.68,0.923,0.001,0.004,0.07,0.089,0.163,17.846,0.781,0.044,0.018,0.192,0.011,17.297,0.142,6.22,0.462,0.065,0.813,0.35,0.813,167.802,0.873,146.543,22.2,2.1,2.8,131,9,1,Cloudy
310223,2017,3,2.34,21.2,8.22,32.31,8.145,1.012,0.002,0.002,0.088,0.048,0.139,43.098,1.837,0.043,0,0.276,0.006,48.848,0.137,0.889,0.506,0.129,0.693,0,0.693,71.392,0.986,70.361,21.25,1.6,3.3,107,9,1,Cloudy
310239,2017,3,0.896,28.7,8.3,33.207,7.797,0.568,0.002,0.003,0.065,0.143,0.211,23.353,0.45,0.019,0.009,0.306,0.004,80.192,0.132,3.076,0.284,0.118,1.106,0.171,1.106,118.576,0.627,74.31,19.9,4.2,3.6,98,6,1,Cloudy
310271,2017,3,0.341,20.6,8.26,33.161,8.24,0.64,0,0.001,0.074,0.104,0.18,50.407,0.715,0.014,0.005,0.308,0.005,67.692,0.128,1.615,0.32,0,0.899,0.108,1.013,,0.712,,20.4,3.8,4.1,155,6,1,Cloudy
310635,2017,3,0.885,6,8.29,33.123,7.02,0.404,0.003,0,0.023,0.027,0.05,0,0.87,0,0.01,0.133,0.003,38.551,0.075,2,0.202,0.226,0.252,0.204,0.402,14.838,1.491,22.124,25.7,2.8,4.1,93,6,1,Cloudy
310643,2017,3,0.445,3.7,8.26,33.032,8.05,0.741,0.002,0.003,0.038,0.095,0.136,13.696,0.398,0.029,0.004,0.601,0.009,63.397,0.133,1.89,0.371,0.161,0.678,0.076,1.705,56.017,0.981,54.959,23.5,1.3,2.9,305,9,1,Cloudy
310653,2017,3,0.177,6.4,8.27,32.962,7.96,1.06,0,0,0.083,0.034,0.117,217.323,2.414,0.011,0.009,0.126,0,0,0.198,3.44,0.53,0,0.587,0.19,1.149,,1.685,,25.1,3.5,5.5,78,6,1,Cloudy
310661,2017,3,0.648,7.1,8.28,32.308,7.97,0.673,0.001,0.003,0.073,0.101,0.177,21.772,0.718,0.033,0.006,0.267,0.008,34.1,0.118,2.44,0.337,0.097,0.884,0.114,1.408,121.952,0.667,81.379,24.1,4.1,2.8,315,6,1,Cloudy
310677,2017,3,0.442,8.2,8.27,33.305,7.32,0.364,0,0,0.054,0.023,0.078,142.782,2.325,0.016,0.013,0.144,0.008,18.391,0.141,1.22,0.182,0,0.391,0.262,1.403,,1.804,,25.6,1.7,1.2,57,8,1,Cloudy
310685,2017,3,0.443,5.1,8.27,33.214,8.22,0.822,0.002,0.004,0.129,0.16,0.293,35.635,0.806,0.023,0.013,0.431,0.01,43.1,0.136,2.22,0.411,0.129,1.926,0.252,1.926,150.835,0.465,70.103,23.5,3.2,3.6,323,6,1,Cloudy
310687,2017,3,1.38,9,8.14,31.774,8.98,0.799,0.004,0.004,0.064,0.042,0.11,15.118,1.545,0.102,0.026,0.214,0.034,6.239,0.125,41,0.4,0.272,0.549,0.514,0.824,26.922,1.138,30.637,25.5,1,2.2,40,9,1,Sunny
310693,2017,3,0.312,7.5,8.3,33.221,7.98,0.889,0,0,0.024,0.042,0.065,0,0.566,0,0.006,0.196,0,0,0.112,0.889,0.445,0,0.327,0.115,1.65,,1.715,,24.1,3.2,4.8,65,6,1,Cloudy
310713,2017,3,0.648,9.1,8.29,33.322,7.57,0.451,0,0,0.061,0.026,0.086,0,2.354,0,0.011,0.209,0.005,45.934,0.151,1.11,0.226,0,0.431,0.22,0.971,,1.752,,24.1,1.5,1.8,31,9,2,Cloudy
310721,2017,3,0.68,8.8,8.26,32.324,8.05,0.687,0.002,0.003,0.028,0.119,0.15,8.288,0.232,0.028,0.005,0.211,0.004,52.75,0.108,4.56,0.344,0.161,0.75,0.103,1.423,61.955,0.72,44.628,20.2,1.2,2.4,324,9,1,Cloudy
310747,2017,3,2.795,22,8.1,31.558,8.165,0.779,0.005,0.003,0.062,0.045,0.11,17.873,1.386,0.078,0.019,0.31,0.015,20.772,0.123,28.75,0.39,0.301,0.549,0.378,0.806,24.282,1.116,27.102,23.25,1.5,2.3,40,9,1,Sunny
310755,2017,3,0.583,9.7,8.35,33.215,7.98,0.411,0.01,0,0.056,0.029,0.085,116.597,1.941,0.017,0.013,0.192,0.011,18.113,0.137,1,0.206,0.646,0.423,0.268,0.72,8.728,1.62,14.138,20.8,1.1,1.4,46,10,1,Cloudy
310765,2017,3,0.713,6.6,8.28,32.166,8.08,0.572,0.004,0.003,0.066,0.105,0.174,19.155,0.626,0.033,0.004,0.328,0.006,52.989,0.111,5.33,0.286,0.291,0.871,0.087,1.573,39.938,0.637,25.459,20.1,1.6,3.8,299,9,1,Cloudy
310781,2017,3,1.091,9.5,8.25,32.177,8.32,0.673,0.002,0.001,0.009,0.096,0.106,7.097,0.092,0.013,0.004,0.131,0.006,21.163,0.105,5.67,0.337,0.161,0.53,0.074,1.321,43.777,0.991,43.388,20.3,1.1,3.6,291,9,1,Cloudy
310813,2017,3,0.561,13.5,8.275,33.017,8.27,0.381,0.002,0,0.067,0.026,0.093,0,2.609,0,0.011,0.118,0.004,31.678,0.145,1.72,0.191,0.129,0.467,0.214,1.083,48.093,1.554,74.742,19.65,2,1.7,74,7,1,Cloudy
310819,2017,3,0.609,12.3,8.22,32.129,8.105,0.674,0.003,0.002,0.034,0.094,0.13,14.223,0.361,0.025,0,0.222,0.009,24.076,0.117,6.5,0.337,0.226,0.649,0,1.458,38.256,0.897,34.315,20.15,1.5,3.4,275,9,1,Cloudy
310825,2017,3,1.067,11.5,8.2,32.216,8.13,0.738,0.003,0.004,0.05,0.089,0.143,13.419,0.558,0.042,0,0.365,0.004,85.263,0.125,7.65,0.369,0.21,0.715,0,1.68,45.386,0.871,39.524,20.1,1.2,4.1,264,9,1,Cloudy
310879,2017,3,0.679,14.4,8.23,32.113,8.05,0.556,0.003,0.004,0.041,0.097,0.142,10.797,0.419,0.039,0,0.18,0.004,44.875,0.117,3.39,0.278,0.194,0.708,0,1.44,48.714,0.827,40.275,20.15,1.5,4,322,9,1,Cloudy
316605,2017,3,5.42,15,7.97,31.38,6.43,0.986,0.015,0.027,0.585,0.046,0.658,21.667,12.635,0.583,0.019,0.708,0.014,49.167,0.627,18.5,0.493,0.998,4.607,0.38,4.607,42.747,0.952,40.714,26.1,1.1,0.4,170,15,1,Fog
316619,2017,3,1.52,4.8,8,30.594,5.41,1.11,0.018,0.037,0.794,0.029,0.86,21.753,27.192,1.25,0.049,0.912,0.026,35.077,0.852,29.4,0.555,1.095,5.144,0.976,5.144,46.978,0.991,46.557,26.4,0.6,1.9,175,15,2,Sunny
316625,2017,3,1.91,20.5,7.95,30.372,5.92,0.947,0.021,0.026,0.59,0.075,0.691,23.137,7.825,0.338,0.028,0.691,0.019,35.99,0.666,16.3,0.474,1.188,4.706,0.552,4.706,32.744,0.964,31.564,26.1,1,0.4,175,15,1,Fog
317727,2017,3,1.39,15,8.01,31.356,6.54,1.37,0.003,0.007,0.079,0.027,0.114,11.851,2.898,0.245,0.025,0.593,0.012,47.823,0.47,14.6,0.685,0.19,0.568,0.506,1.218,39.825,4.141,164.912,28.5,0.8,1.8,175,15,2,Sunny
317793,2017,3,3.08,14.3,8.05,31.313,7.65,0.825,0.002,0.001,0.079,0.004,0.083,95.163,20.077,0.211,0.038,0.331,0.015,22.067,0.315,15.1,0.413,0.152,0.417,0.752,1.3,36.6,3.775,138.158,28.5,0.8,2.1,190,15,2,Sunny
317831,2017,3,2.01,12,8.09,31.26,7.02,0.912,0.003,0.005,0.077,0.01,0.092,14.571,7.356,0.505,0.018,0.324,0.018,17.802,0.306,11.8,0.456,0.229,0.461,0.35,1.283,26.866,3.321,89.213,28.3,0.9,1.3,180,14,2,Sunny
317855,2017,3,3.063,15.2,8.16,31.306,7.41,0.833,0.003,0.001,0.047,0.013,0.061,38.678,3.714,0.096,0.026,0.485,0.012,41.102,0.199,11.6,0.417,0.171,0.303,0.514,1.243,23.584,3.283,77.432,28.4,0.9,2,175,15,2,Sunny
317909,2017,3,0.817,6,8.14,31.326,7.67,1.36,0.006,0.002,0.078,0.023,0.103,35.945,3.436,0.096,0.048,0.12,0.03,4,0.404,23.6,0.68,0.383,0.514,0.962,0.962,17.89,3.927,70.261,28.8,1,3.2,261,11,2,Sunny
317915,2017,3,1.89,4.5,8.16,31.452,8.41,1.17,0.01,0.001,0.088,0.034,0.124,64.853,2.594,0.04,0.032,0.138,0.032,4.279,0.339,25.6,0.585,0.651,0.618,0.63,1.02,12.66,2.744,34.734,31.2,0.5,4.6,203,11,2,Sunny
317969,2017,3,0.832,7,8.13,31.774,8.27,1.27,0.007,0.002,0.075,0.028,0.105,39.474,2.717,0.069,0.028,0.126,0.027,4.649,0.352,20.8,0.635,0.473,0.523,0.554,0.753,14.739,3.368,49.647,29,1,3.5,255,11,2,Sunny
317975,2017,3,1.09,5,8.13,31.32,8.38,1.14,0.008,0.002,0.081,0.038,0.121,49.693,2.109,0.042,0.025,0.157,0.03,5.233,0.404,16.4,0.57,0.562,0.605,0.494,0.858,14.357,3.338,47.924,29.7,0.5,3.2,260,12,2,Sunny
317999,2017,3,1.31,3.5,8.1,31.447,7.38,1.2,0.007,0.003,0.106,0.064,0.173,35.57,1.667,0.047,0.034,0.24,0.03,8,0.483,18.6,0.6,0.473,0.863,0.674,0.863,24.341,2.799,68.124,29.5,0.5,2.8,258,13,2,Sunny
318015,2017,3,0.927,4,8.14,31.417,8.72,1.58,0.008,0.001,0.095,0.026,0.122,88.333,3.741,0.042,0.022,0.146,0.032,4.635,0.509,16.1,0.79,0.562,0.61,0.448,0.94,14.47,4.173,60.38,31.4,0.5,4.6,191,13,2,Sunny
318037,2017,3,1.52,8.5,8.03,31.364,5.71,0.932,0.013,0.018,0.489,0.029,0.536,27.627,16.804,0.608,0.042,0.55,0.022,25.229,0.64,16.6,0.466,0.84,4.165,0.842,4.165,42.524,1.194,50.794,26.5,0.7,2,185,14,2,Sunny
318063,2017,3,2.16,15.5,7.97,31.409,6.27,0.907,0.011,0.023,0.496,0.034,0.553,21.565,14.588,0.676,0.075,0.643,0.026,24.731,0.598,22,0.454,0.72,4.237,2.102,4.237,51.204,1.081,55.37,26.5,0.7,3,215,16,2,Fog
318071,2017,3,3.47,11.2,8.03,31.478,5.81,1.03,0.003,0.008,0.162,0.003,0.173,20.637,47.507,2.302,0.025,0.691,0.013,54.409,0.477,10.3,0.515,0.19,0.866,0.504,1.073,60.793,2.753,167.368,25.8,1,2.1,190,12,2,Sunny
318077,2017,3,1.76,6.5,8.02,31.427,5.85,0.951,0.006,0.011,0.232,0.025,0.268,20.901,9.317,0.446,0.021,0.414,0.011,38.333,0.536,16,0.476,0.419,1.68,0.418,1.68,42.675,2,85.35,26.4,0.6,1.6,190,14,2,Sunny
318085,2017,3,1.41,19,7.93,31.436,6.25,1.08,0.018,0.028,0.758,0.078,0.864,27.266,9.718,0.356,0.034,0.825,0.022,37.844,0.715,22,0.54,1.085,5.154,0.67,5.154,47.989,0.828,39.722,26.2,0.8,3.4,220,16,2,Fog
318105,2017,3,1.04,20.5,7.87,31.361,5.52,1.38,0.034,0.06,0.891,0.084,1.035,14.975,10.557,0.705,0.038,0.956,0.03,32.407,1.05,27.4,0.69,3.287,5.52,0.766,5.52,30.172,1.015,30.612,26.3,0.8,3.4,220,16,2,Fog
318117,2017,3,0.84,11.5,7.99,31.568,6.59,1.08,0.004,0.008,0.095,0.009,0.112,11.634,10.282,0.884,0.011,0.337,0.008,42.658,0.377,6.53,0.54,0.267,0.56,0.228,1.263,28.013,3.365,94.25,26,1.5,0.4,170,13,1,Fog
318137,2017,3,1.88,13,8.02,31.644,7.51,0.966,0.003,0.01,0.063,0.002,0.075,6.488,26.723,4.119,0.031,0.262,0.012,22.203,0.364,9.59,0.483,0.171,0.374,0.614,1.068,29.117,4.864,141.634,26,1.5,0.4,170,13,1,Fog
318155,2017,3,4.15,12,8.01,31.478,6.22,1.03,0.006,0.007,0.089,0.003,0.099,12.571,28.71,2.284,0.024,0.537,0.015,36.531,0.347,5.68,0.515,0.399,0.496,0.482,1.215,16.558,3.499,57.93,26.2,2,0.9,90,13,2,Sunny
318171,2017,3,1.22,18.8,8.08,31.514,6.54,0.793,0.004,0.002,0.047,0.005,0.053,26.202,9.968,0.38,0.036,0.345,0.01,36.149,0.313,32.425,0.396,0.266,0.267,0.714,1.15,13.351,5.859,78.223,26.05,2.7,2.6,180,12,2,Sunny
318211,2017,3,1.087,16.5,8.085,31.44,6.6,0.992,0.003,0.002,0.043,0.003,0.048,28.867,14.88,0.515,0.024,0.393,0.013,29.291,0.293,5.49,0.496,0.228,0.239,0.474,1.07,13.93,6.141,85.547,26.05,2.3,3.8,220,14,2,Sunny
318217,2017,3,1.95,12,8.04,31.557,6.38,0.951,0.005,0.003,0.047,0.007,0.056,16.909,6.652,0.393,0.031,0.372,0.018,21.136,0.349,11,0.476,0.323,0.281,0.626,1.287,11.596,6.206,71.959,28.2,1.1,0.5,100,13,2,Sunny
318243,2017,3,4.07,11.5,7.99,31.508,5.83,1.23,0.002,0.001,0.042,0.01,0.054,30.071,4.077,0.136,0.029,0.508,0.016,31.166,0.19,11,0.615,0.114,0.271,0.576,1.088,31.702,3.505,111.111,28.5,0.9,3.9,215,14,2,Sunny
318259,2017,3,1.18,13,8.01,31.442,6.3,1.13,0.002,0.006,0.094,0.032,0.131,15.31,2.975,0.194,0.037,0.624,0.014,44.571,0.417,14.2,0.565,0.152,0.657,0.736,1.267,57.596,3.175,182.895,28.4,1,1.3,175,13,2,Sunny
318299,2017,3,1.37,12.5,7.95,31.384,6.22,1.02,0.003,0.007,0.069,0.02,0.095,10.538,3.46,0.328,0.023,0.567,0.015,37.059,0.44,8.57,0.51,0.229,0.474,0.458,1.09,27.638,4.641,128.28,28.7,0.9,1.4,180,13,2,Sunny
318311,2017,3,1.25,15.2,8.205,31.66,6.67,0.744,0.003,0.001,0.063,0.007,0.071,99.37,9.239,0.093,0.018,0.312,0.008,38.624,0.287,7.485,0.372,0.181,0.353,0.368,1.085,26.039,4.067,105.904,25.8,2.5,3.8,220,14,2,Sunny
318343,2017,3,1.47,16,7.96,31.398,6.22,1.76,0.002,0.008,0.106,0.005,0.118,13.838,22.083,1.596,0.036,0.448,0.016,27.485,0.463,14.3,0.88,0.114,0.592,0.712,1.29,69.275,3.908,270.76,28.5,1.1,1.3,175,13,2,Sunny
318385,2017,3,2.65,12.5,8.03,31.317,6.62,1.07,0.003,0.005,0.085,0.025,0.114,16.376,3.421,0.209,0.026,0.305,0.019,15.885,0.42,11,0.535,0.229,0.572,0.52,1.103,33.341,3.673,122.449,28.5,0.9,1.8,180,14,2,Sunny
318391,2017,3,1.325,17.5,8.17,31.485,6.7,1.092,0.003,0.001,0.109,0.007,0.116,201.948,16.102,0.08,0.038,0.542,0.009,62.227,0.252,3.68,0.546,0.209,0.581,0.75,1.12,36.99,2.17,80.255,25.65,2.5,3.6,205,12,2,Sunny
318403,2017,3,1.36,11.2,8.01,31.197,6.9,1.18,0.005,0.004,0.076,0.005,0.085,19.843,14.623,0.737,0.039,0.584,0.011,55.619,0.618,6.49,0.59,0.343,0.423,0.774,1.21,16.455,7.307,120.233,28.4,0.9,1.6,170,13,2,Sunny
318483,2017,3,0.65,9,8.14,31.932,7.11,0.824,0.01,0.002,0.08,0.034,0.117,36.912,2.328,0.063,0.029,0.163,0.027,6.015,0.444,22.4,0.412,0.651,0.583,0.586,0.87,11.954,3.806,45.492,29.3,1.5,2.9,244,10,2,Sunny
318517,2017,3,0.542,10,8.15,31.989,7.62,0.713,0.013,0.001,0.069,0.027,0.098,51.218,2.547,0.05,0.024,0.126,0.029,4.339,0.359,18.9,0.356,0.873,0.49,0.476,0.873,7.481,3.658,27.366,26.75,2,3,260,8,2,Sunny
318563,2017,3,0.617,9.5,8.13,32.002,7.75,0.95,0.007,0.001,0.097,0.039,0.137,71.397,2.509,0.035,0.025,0.141,0.029,4.947,0.536,24,0.475,0.473,0.686,0.504,0.8,19.346,3.908,75.599,29.3,1,3.6,258,10,2,Sunny
318781,2017,3,0.936,18.7,8.18,31.608,6.92,0.605,0.003,0.001,0.041,0.003,0.045,60.688,15.642,0.258,0.016,0.249,0.01,25.305,0.349,2.775,0.302,0.181,0.224,0.326,1.113,16.525,7.782,128.598,25.1,8,2.4,195,10,2,Sunny
318825,2017,3,0.697,18.8,8.175,31.581,6.76,0.635,0.002,0,0.032,0.001,0.033,0,22.063,0,0.019,0.374,0.006,59.507,0.325,4.695,0.317,0.133,0.165,0.374,1.183,16.584,9.808,162.657,25.15,5,3.4,200,11,2,Sunny
318879,2017,3,0.912,25.5,8.21,31.234,6.29,0.803,0.002,0,0.044,0.001,0.045,0,34.606,0,0.031,0.385,0.008,46.809,0.178,4.135,0.401,0.133,0.226,0.616,1.2,22.667,3.936,89.223,25.7,9,3.2,190,10,2,Sunny
319429,2017,3,0.883,8.5,8.13,31.646,7.16,1.06,0.007,0.002,0.07,0.049,0.121,43.19,1.446,0.033,0.029,0.151,0.033,4.576,0.352,17.3,0.53,0.473,0.604,0.582,0.8,17.028,2.916,49.647,28.6,0.8,3,251,12,2,Sunny
319495,2017,3,1.29,2,8.06,31.864,7.51,1.17,0.006,0.003,0.091,0.069,0.163,33.727,1.325,0.039,0.024,0.209,0.035,5.938,0.306,20,0.585,0.383,0.816,0.48,0.816,28.367,1.876,53.217,29.3,0.5,3,208,12,2,Sunny
319537,2017,3,1.21,2,8.07,31.852,8.11,1.16,0.008,0.004,0.107,0.078,0.188,30.398,1.374,0.045,0.029,0.207,0.03,6.9,0.418,21.6,0.58,0.562,0.942,0.586,1.033,22.351,2.218,49.585,28.4,0.5,1.8,158,12,2,Sunny
319549,2017,3,0.89,8,8.12,31.513,7.82,1.27,0.008,0.002,0.105,0.066,0.173,55.263,1.598,0.029,0.027,0.173,0.027,6.384,0.365,22.8,0.635,0.562,0.863,0.532,0.987,20.474,2.115,43.298,28.5,0.5,2.3,168,9,2,Sunny
319553,2017,3,0.272,5.5,8.1,31.652,8.34,0.839,0.012,0.003,0.095,0.064,0.162,35.203,1.486,0.042,0.049,0.196,0.026,7.656,0.365,13.8,0.42,0.827,0.812,0.982,0.987,13.09,2.249,29.435,28.2,0.5,2.2,157,8,2,Sunny
319599,2017,3,1.01,2.5,8.05,32,8.22,1.35,0.014,0.004,0.095,0.068,0.166,21.797,1.401,0.064,0.037,0.215,0.032,6.825,0.483,17.1,0.675,0.92,0.832,0.74,0.92,12.061,2.902,35,28.3,0.5,1.6,180,13,2,Sunny
319609,2017,3,0.799,7.5,8.13,31.6,8.28,1.3,0.008,0.002,0.112,0.071,0.186,45.902,1.573,0.034,0.036,0.216,0.029,7.579,0.313,22.4,0.65,0.562,0.928,0.726,1.013,22.021,1.686,37.129,27.9,0.8,2,171,9,2,Sunny
319615,2017,3,0.476,2.4,8.23,32.224,7.12,1.1,0.008,0.004,0.173,0.086,0.263,39.498,2.016,0.051,0.007,0.375,0.01,37.5,0.32,0.889,0.55,0.549,1.632,0.139,1.632,31.978,1.216,38.882,25.7,1.5,2.8,61,10,1,Cloudy
319655,2017,3,1.06,3.2,8.25,32.311,7.04,0.795,0.004,0.004,0.185,0.083,0.272,47.436,2.232,0.047,0.005,0.352,0.007,48.285,0.259,0.889,0.398,0.291,1.718,0.103,1.718,62.339,0.953,59.404,25.8,1.2,2.6,37,10,1,Cloudy
319667,2017,3,0.828,8.5,8.1,32.021,8.29,1.19,0.007,0.004,0.1,0.071,0.175,26.316,1.41,0.054,0.033,0.21,0.035,6.087,0.352,17.6,0.595,0.473,0.874,0.668,0.928,24.64,2.015,49.647,28,0.8,2.8,173,10,2,Sunny
319909,2017,3,4.275,14,8.165,29.623,7.9,0.949,0.011,0.002,0.054,0.045,0.101,34.204,1.182,0.035,0.03,0.232,0.014,17.148,0.122,13.75,0.474,0.742,0.504,0.592,0.78,9.049,1.206,10.916,24.25,0.8,2.3,40,9,1,Sunny
319971,2017,3,3.585,12.5,8.155,31.841,8,0.887,0.008,0,0.05,0.039,0.089,0,1.295,0,0.014,0.16,0.013,11.992,0.108,15.75,0.444,0.546,0.447,0.276,0.878,10.916,1.213,13.242,24.75,2,2,45,8,1,Sunny
319975,2017,3,5.02,7,8.08,31.597,8.04,0.967,0.011,0.001,0.055,0.083,0.14,51.019,0.661,0.013,0.031,0.169,0.011,14.956,0.072,50,0.484,0.707,0.698,0.612,0.802,13.168,0.512,6.745,25.5,2,1.8,50,8,1,Sunny
